Quarter,Geographical region,Country of nationality,"Total Family",Partner ,"Partner (for immediate settlement)",Child ,"Child (for immediate settlement)",Other ,"Other (for immediate settlement)"
2013 Q2,Asia South,Pakistan,853,733,2,0,10,99,9
2013 Q2,Oceania,Palau,0,0,0,0,0,0,0
2013 Q2,America Central and South,Panama,0,0,0,0,0,0,0
2013 Q2,Oceania,Papua New Guinea,0,0,0,0,0,0,0
2013 Q2,America Central and South,Paraguay,3,3,0,0,0,0,0
2013 Q2,America Central and South,Peru,20,19,1,0,0,0,0
2013 Q2,Asia South East,Philippines,336,197,2,2,131,0,4
2013 Q2,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2013 Q2,EU 8,Poland,0,0,0,0,0,0,0
2013 Q2,EU 14,Portugal,0,0,0,0,0,0,0
2013 Q2,America North,Puerto Rico,0,0,0,0,0,0,0
2013 Q2,Middle East,Qatar,0,0,0,0,0,0,0
2013 Q2,Other,Refugee,5,2,0,0,1,2,0
2013 Q2,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2013 Q2,EU 2,Romania,0,0,0,0,0,0,0
2013 Q2,Europe Other,Russia,128,113,0,2,12,0,1
2013 Q2,Africa Sub-Saharan,Rwanda,2,1,0,0,1,0,0
2013 Q2,Oceania,Samoa,0,0,0,0,0,0,0
2013 Q2,Europe Other,San Marino,0,0,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2013 Q2,Middle East,Saudi Arabia,1,1,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Senegal,2,2,0,0,0,0,0
2013 Q2,Europe Other,Serbia,12,10,2,0,0,0,0
2013 Q2,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2013 Q2,Africa Sub-Saharan,Seychelles,2,2,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Sierra Leone,28,9,0,0,10,2,7
2013 Q2,Asia South East,Singapore,10,10,0,0,0,0,0
2013 Q2,EU 8,Slovakia,0,0,0,0,0,0,0
2013 Q2,EU 8,Slovenia,0,0,0,0,0,0,0
2013 Q2,Oceania,Solomon Islands,0,0,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Somalia,177,35,0,0,9,126,7
2013 Q2,Africa Sub-Saharan,South Africa,90,79,0,0,9,1,1
2013 Q2,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2013 Q2,EU 14,Spain,0,0,0,0,0,0,0
2013 Q2,Asia South,Sri Lanka,290,175,0,0,6,96,13
2013 Q2,Other,St. Helena (British),0,0,0,0,0,0,0
2013 Q2,America Central and South,St. Kitts and Nevis,2,2,0,0,0,0,0
2013 Q2,America Central and South,St. Lucia,5,2,1,0,2,0,0
2013 Q2,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0
2013 Q2,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2013 Q2,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2013 Q2,America Central and South,St. Vincent and the Grenadines,4,3,0,0,1,0,0
2013 Q2,Other,Stateless,0,0,0,0,0,0,0
2013 Q2,Africa North,Sudan,108,43,0,5,0,59,1
2013 Q2,Africa Sub-Saharan,Sudan (South),1,1,0,0,0,0,0
2013 Q2,America Central and South,Surinam,0,0,0,0,0,0,0
2013 Q2,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Swaziland,1,1,0,0,0,0,0
2013 Q2,EU 14,Sweden,0,0,0,0,0,0,0
2013 Q2,Europe Other,Switzerland,1,0,0,0,0,1,0
2013 Q2,Middle East,Syria,141,20,0,0,2,119,0
2013 Q2,Asia East,Taiwan,21,18,0,0,3,0,0
2013 Q2,Asia Central,Tajikistan,1,1,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Tanzania,10,7,0,0,3,0,0
2013 Q2,Asia South East,Thailand,354,291,1,4,58,0,0
2013 Q2,Africa Sub-Saharan,Togo,3,0,0,0,2,1,0
2013 Q2,Oceania,Tokelau,0,0,0,0,0,0,0
2013 Q2,Oceania,Tonga,1,1,0,0,0,0,0
2013 Q2,America Central and South,Trinidad and Tobago,8,8,0,0,0,0,0
2013 Q2,Africa North,Tunisia,33,33,0,0,0,0,0
2013 Q2,Europe Other,Turkey,130,125,0,0,5,0,0
2013 Q2,Asia Central,Turkmenistan,3,3,0,0,0,0,0
2013 Q2,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2013 Q2,Oceania,Tuvalu,0,0,0,0,0,0,0
2013 Q2,Africa Sub-Saharan,Uganda,60,25,1,1,17,15,1
2013 Q2,Europe Other,Ukraine,54,50,1,1,1,0,1
2013 Q2,Middle East,United Arab Emirates,0,0,0,0,0,0,0
2013 Q2,America North,United States,449,426,2,0,20,1,0
2013 Q2,America Central and South,Uruguay,2,1,1,0,0,0,0
2013 Q2,Asia Central,Uzbekistan,5,1,0,0,1,3,0
2013 Q2,Oceania,Vanuatu,0,0,0,0,0,0,0
2013 Q2,Europe Other,Vatican City,0,0,0,0,0,0,0
2013 Q2,America Central and South,Venezuela,12,12,0,0,0,0,0
2013 Q2,Asia South East,Vietnam,34,33,0,0,1,0,0
2013 Q2,Other,Virgin Islands (British),0,0,0,0,0,0,0
2013 Q2,America North,Virgin Islands (US),0,0,0,0,0,0,0
2013 Q2,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2013 Q2,Africa North,Western Sahara,0,0,0,0,0,0,0
2013 Q2,Middle East,Yemen,33,24,0,0,0,8,1
2013 Q2,Africa Sub-Saharan,Zambia,12,7,0,0,3,0,2
2013 Q2,Africa Sub-Saharan,Zimbabwe,108,16,0,0,43,47,2
2013 Q3,*Total,*Total,"9,381","6,695",289,24,"1,036","1,209",128
2013 Q3,Africa North,*Total Africa North,437,305,0,1,8,121,2
2013 Q3,Africa Sub-Saharan,*Total Africa Sub-Saharan,"1,642",856,25,0,276,455,30
2013 Q3,America North,*Total America North,667,641,6,0,17,1,2
2013 Q3,America Central and South,*Total America Central and South,374,293,4,0,69,2,6
2013 Q3,Asia Central,*Total Asia Central,294,186,1,3,16,76,12
2013 Q3,Asia East,*Total Asia East,443,328,1,0,101,9,4
2013 Q3,Asia South,*Total Asia South,"3,096","2,492",149,7,205,186,57
2013 Q3,Asia South East,*Total Asia South East,664,455,1,5,199,3,1
2013 Q3,EU 14,*Total EU 14,0,0,0,0,0,0,0
2013 Q3,EU 2,*Total EU 2,0,0,0,0,0,0,0
2013 Q3,EU 8,*Total EU 8,0,0,0,0,0,0,0
2013 Q3,EU Other,*Total EU Other,1,1,0,0,0,0,0
2013 Q3,Europe Other,*Total Europe Other,690,613,8,7,41,15,6
2013 Q3,Middle East,*Total Middle East,605,269,5,0,7,318,6
2013 Q3,Oceania,*Total Oceania,432,244,87,0,97,3,1
2013 Q3,Other,*Total Other,36,12,2,1,0,20,1
2013 Q3,Asia Central,Afghanistan,264,164,1,3,12,73,11
2013 Q3,Europe Other,Albania,53,50,0,0,2,1,0
2013 Q3,Africa North,Algeria,77,75,0,0,2,0,0
2013 Q3,Oceania,American Samoa,0,0,0,0,0,0,0
2013 Q3,Europe Other,Andorra,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Angola,1,0,0,0,1,0,0
2013 Q3,Other,Anguilla (British),0,0,0,0,0,0,0
2013 Q3,America Central and South,Antigua and Barbuda,1,0,0,0,1,0,0
2013 Q3,America Central and South,Argentina,12,11,0,0,0,0,1
2013 Q3,Europe Other,Armenia,7,7,0,0,0,0,0
2013 Q3,America Central and South,Aruba,0,0,0,0,0,0,0
2013 Q3,Oceania,Australia,198,185,1,0,9,2,1
2013 Q3,EU 14,Austria,0,0,0,0,0,0,0
2013 Q3,Europe Other,Azerbaijan,6,6,0,0,0,0,0
2013 Q3,America Central and South,"Bahamas, The",1,1,0,0,0,0,0
2013 Q3,Middle East,Bahrain,2,1,0,0,0,1,0
2013 Q3,Asia South,Bangladesh,303,277,0,0,18,3,5
2013 Q3,America Central and South,Barbados,4,4,0,0,0,0,0
2013 Q3,Europe Other,Belarus,16,16,0,0,0,0,0
2013 Q3,EU 14,Belgium,0,0,0,0,0,0,0
2013 Q3,America Central and South,Belize,2,2,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Benin,0,0,0,0,0,0,0
2013 Q3,Other,Bermuda (British),0,0,0,0,0,0,0
2013 Q3,Asia South,Bhutan,0,0,0,0,0,0,0
2013 Q3,America Central and South,Bolivia,3,2,0,0,0,1,0
2013 Q3,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0
2013 Q3,Europe Other,Bosnia and Herzegovina,5,4,1,0,0,0,0
2013 Q3,Africa Sub-Saharan,Botswana,3,2,0,0,1,0,0
2013 Q3,America Central and South,Brazil,54,49,2,0,1,0,2
2013 Q3,Other,British overseas citizens,1,0,0,1,0,0,0
2013 Q3,Asia South East,Brunei,2,2,0,0,0,0,0
2013 Q3,EU 2,Bulgaria,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Burkina,1,1,0,0,0,0,0
2013 Q3,Asia South East,Burma,8,5,0,0,0,3,0
2013 Q3,Africa Sub-Saharan,Burundi,6,0,0,0,2,4,0
2013 Q3,Asia South East,Cambodia,2,2,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Cameroon,44,14,5,0,9,16,0
2013 Q3,America North,Canada,120,112,3,0,4,0,1
2013 Q3,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0
2013 Q3,Other,Cayman Islands (British),0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Chad,0,0,0,0,0,0,0
2013 Q3,America Central and South,Chile,7,7,0,0,0,0,0
2013 Q3,Asia East,China,291,178,1,0,99,9,4
2013 Q3,Oceania,Christmas Island,0,0,0,0,0,0,0
2013 Q3,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2013 Q3,America Central and South,Colombia,58,55,0,0,3,0,0
2013 Q3,Africa Sub-Saharan,Comoros,1,1,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Congo,12,1,0,0,1,10,0
2013 Q3,Africa Sub-Saharan,Congo (Democratic Republic),43,20,0,0,5,18,0
2013 Q3,Oceania,Cook Islands,0,0,0,0,0,0,0
2013 Q3,America Central and South,Costa Rica,1,1,0,0,0,0,0
2013 Q3,EU Other,Croatia,0,0,0,0,0,0,0
2013 Q3,America Central and South,Cuba,3,2,0,0,1,0,0
2013 Q3,America Central and South,Curacao,0,0,0,0,0,0,0
2013 Q3,EU Other,Cyprus,1,1,0,0,0,0,0
2013 Q3,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2013 Q3,EU 8,Czech Republic,0,0,0,0,0,0,0
2013 Q3,EU 14,Denmark,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Djibouti,3,0,1,0,2,0,0
2013 Q3,America Central and South,Dominica,1,1,0,0,0,0,0
2013 Q3,America Central and South,Dominican Republic,11,10,0,0,1,0,0
2013 Q3,Asia South East,East Timor,0,0,0,0,0,0,0
2013 Q3,America Central and South,Ecuador,7,4,0,0,3,0,0
2013 Q3,Africa North,Egypt,69,59,0,0,1,7,2
2013 Q3,America Central and South,El Salvador,1,1,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Equatorial Guinea,1,1,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Eritrea,144,24,0,0,11,107,2
2013 Q3,EU 8,Estonia,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Ethiopia,59,32,0,0,2,23,2
2013 Q3,Other,Falkland Islands (British),0,0,0,0,0,0,0
2013 Q3,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2013 Q3,Oceania,Fiji,182,11,86,0,85,0,0
2013 Q3,EU 14,Finland,0,0,0,0,0,0,0
2013 Q3,Europe Other,Former Yugoslavia,0,0,0,0,0,0,0
2013 Q3,EU 14,France,0,0,0,0,0,0,0
2013 Q3,America Central and South,French Guiana,0,0,0,0,0,0,0
2013 Q3,Oceania,French Polynesia,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Gabon,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,"Gambia, The",68,41,5,0,7,15,0
2013 Q3,Europe Other,Georgia,15,7,0,0,2,6,0
2013 Q3,EU 14,Germany,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Ghana,215,168,4,0,43,0,0
2013 Q3,Other,Gibraltar (British),0,0,0,0,0,0,0
2013 Q3,EU 14,Greece,0,0,0,0,0,0,0
2013 Q3,Europe Other,Greenland,0,0,0,0,0,0,0
2013 Q3,America Central and South,Grenada,4,4,0,0,0,0,0
2013 Q3,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2013 Q3,Oceania,Guam,0,0,0,0,0,0,0
2013 Q3,America Central and South,Guatemala,4,4,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Guinea,13,5,0,0,4,4,0
2013 Q3,Africa Sub-Saharan,Guinea-Bissau,0,0,0,0,0,0,0
2013 Q3,America Central and South,Guyana,10,7,0,0,3,0,0
2013 Q3,America Central and South,Haiti,2,0,0,0,2,0,0
2013 Q3,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2013 Q3,America Central and South,Honduras,4,2,0,0,2,0,0
2013 Q3,Asia East,Hong Kong,35,35,0,0,0,0,0
2013 Q3,EU 8,Hungary,0,0,0,0,0,0,0
2013 Q3,Europe Other,Iceland,0,0,0,0,0,0,0
2013 Q3,Asia South,India,877,751,2,0,101,1,22
2013 Q3,Asia South East,Indonesia,22,20,0,0,2,0,0
2013 Q3,Middle East,Iran,206,70,3,0,6,124,3
2013 Q3,Middle East,Iraq,98,94,1,0,0,3,0
2013 Q3,EU 14,Ireland,0,0,0,0,0,0,0
2013 Q3,Middle East,Israel,15,15,0,0,0,0,0
2013 Q3,EU 14,Italy,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Ivory Coast,17,4,0,0,5,7,1
2013 Q3,America Central and South,Jamaica,101,50,1,0,47,1,2
2013 Q3,Asia East,Japan,67,67,0,0,0,0,0
2013 Q3,Middle East,Jordan,17,17,0,0,0,0,0
2013 Q3,Asia Central,Kazakhstan,13,9,0,0,1,2,1
2013 Q3,Africa Sub-Saharan,Kenya,70,51,1,0,12,2,4
2013 Q3,Oceania,Kiribati,0,0,0,0,0,0,0
2013 Q3,Asia East,Korea (North),0,0,0,0,0,0,0
2013 Q3,Asia East,Korea (South),31,30,0,0,1,0,0
2013 Q3,Europe Other,Kosovo,70,66,0,0,4,0,0
2013 Q3,Middle East,Kuwait,2,0,0,0,0,2,0
2013 Q3,Asia Central,Kyrgyzstan,7,7,0,0,0,0,0
2013 Q3,Asia South East,Laos,1,0,0,0,1,0,0
2013 Q3,EU 8,Latvia,0,0,0,0,0,0,0
2013 Q3,Middle East,Lebanon,30,22,1,0,0,6,1
2013 Q3,Africa Sub-Saharan,Lesotho,2,1,0,0,1,0,0
2013 Q3,Africa Sub-Saharan,Liberia,4,3,0,0,1,0,0
2013 Q3,Africa North,Libya,8,7,0,0,1,0,0
2013 Q3,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2013 Q3,EU 8,Lithuania,0,0,0,0,0,0,0
2013 Q3,EU 14,Luxembourg,0,0,0,0,0,0,0
2013 Q3,Asia East,Macau,0,0,0,0,0,0,0
2013 Q3,Europe Other,Macedonia,3,0,2,0,0,1,0
2013 Q3,Africa Sub-Saharan,Madagascar,2,2,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Malawi,10,5,0,0,5,0,0
2013 Q3,Asia South East,Malaysia,49,40,0,0,9,0,0
2013 Q3,Asia South,Maldives,2,2,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Mali,0,0,0,0,0,0,0
2013 Q3,EU Other,Malta,0,0,0,0,0,0,0
2013 Q3,Oceania,Marshall Islands,0,0,0,0,0,0,0
2013 Q3,America Central and South,Martinique,0,0,0,0,0,0,0
2013 Q3,Africa North,Mauritania,1,0,0,0,0,1,0
2013 Q3,Africa Sub-Saharan,Mauritius,33,32,0,0,0,1,0
2013 Q3,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2013 Q3,America Central and South,Mexico,31,29,0,0,2,0,0
2013 Q3,Oceania,Micronesia,0,0,0,0,0,0,0
2013 Q3,Europe Other,Moldova,4,4,0,0,0,0,0
2013 Q3,Europe Other,Monaco,0,0,0,0,0,0,0
2013 Q3,Asia East,Mongolia,0,0,0,0,0,0,0
2013 Q3,Europe Other,Montenegro,0,0,0,0,0,0,0
2013 Q3,Other,Montserrat (British),0,0,0,0,0,0,0
2013 Q3,Africa North,Morocco,73,72,0,0,1,0,0
2013 Q3,Africa Sub-Saharan,Mozambique,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Namibia,0,0,0,0,0,0,0
2013 Q3,Oceania,Nauru,0,0,0,0,0,0,0
2013 Q3,Asia South,Nepal,315,102,144,0,60,0,9
2013 Q3,EU 14,Netherlands,0,0,0,0,0,0,0
2013 Q3,America Central and South,Netherlands Antilles,z,z,z,z,z,z,z
2013 Q3,Oceania,New Caledonia,0,0,0,0,0,0,0
2013 Q3,Oceania,New Zealand,51,47,0,0,3,1,0
2013 Q3,America Central and South,Nicaragua,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Niger,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Nigeria,241,183,1,0,53,4,0
2013 Q3,Oceania,Niue,0,0,0,0,0,0,0
2013 Q3,Oceania,Norfolk Island,0,0,0,0,0,0,0
2013 Q3,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2013 Q3,Europe Other,Norway,0,0,0,0,0,0,0
2013 Q3,Middle East,Occupied Palestinian Territories,22,17,0,0,0,5,0
2013 Q3,Middle East,Oman,0,0,0,0,0,0,0
2013 Q3,Other,Other and unknown,21,5,1,0,0,14,1
2013 Q3,Asia South,Pakistan,"1,359","1,197",2,7,23,120,10
2013 Q3,Oceania,Palau,0,0,0,0,0,0,0
2013 Q3,America Central and South,Panama,2,2,0,0,0,0,0
2013 Q3,Oceania,Papua New Guinea,0,0,0,0,0,0,0
2013 Q3,America Central and South,Paraguay,1,1,0,0,0,0,0
2013 Q3,America Central and South,Peru,8,8,0,0,0,0,0
2013 Q3,Asia South East,Philippines,410,257,1,1,151,0,0
2013 Q3,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2013 Q3,EU 8,Poland,0,0,0,0,0,0,0
2013 Q3,EU 14,Portugal,0,0,0,0,0,0,0
2013 Q3,America North,Puerto Rico,0,0,0,0,0,0,0
2013 Q3,Middle East,Qatar,0,0,0,0,0,0,0
2013 Q3,Other,Refugee,14,7,1,0,0,6,0
2013 Q3,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2013 Q3,EU 2,Romania,0,0,0,0,0,0,0
2013 Q3,Europe Other,Russia,174,143,2,7,11,6,5
2013 Q3,Africa Sub-Saharan,Rwanda,10,3,0,0,0,7,0
2013 Q3,Oceania,Samoa,0,0,0,0,0,0,0
2013 Q3,Europe Other,San Marino,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2013 Q3,Middle East,Saudi Arabia,3,3,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Senegal,4,3,0,0,1,0,0
2013 Q3,Europe Other,Serbia,16,10,3,0,3,0,0
2013 Q3,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2013 Q3,Africa Sub-Saharan,Seychelles,3,2,1,0,0,0,0
2013 Q3,Africa Sub-Saharan,Sierra Leone,44,17,0,0,21,1,5
2013 Q3,Asia South East,Singapore,21,19,0,0,2,0,0
2013 Q3,EU 8,Slovakia,0,0,0,0,0,0,0
2013 Q3,EU 8,Slovenia,0,0,0,0,0,0,0
2013 Q3,Oceania,Solomon Islands,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Somalia,215,31,0,0,8,168,8
2013 Q3,Africa Sub-Saharan,South Africa,175,139,6,0,23,2,5
2013 Q3,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2013 Q3,EU 14,Spain,0,0,0,0,0,0,0
2013 Q3,Asia South,Sri Lanka,240,163,1,0,3,62,11
2013 Q3,Other,St. Helena (British),0,0,0,0,0,0,0
2013 Q3,America Central and South,St. Kitts and Nevis,0,0,0,0,0,0,0
2013 Q3,America Central and South,St. Lucia,4,3,0,0,0,0,1
2013 Q3,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0
2013 Q3,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2013 Q3,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2013 Q3,America Central and South,St. Vincent and the Grenadines,5,2,1,0,2,0,0
2013 Q3,Other,Stateless,0,0,0,0,0,0,0
2013 Q3,Africa North,Sudan,161,45,0,1,2,113,0
2013 Q3,Africa Sub-Saharan,Sudan (South),0,0,0,0,0,0,0
2013 Q3,America Central and South,Surinam,0,0,0,0,0,0,0
2013 Q3,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Swaziland,1,1,0,0,0,0,0
2013 Q3,EU 14,Sweden,0,0,0,0,0,0,0
2013 Q3,Europe Other,Switzerland,0,0,0,0,0,0,0
2013 Q3,Middle East,Syria,193,16,0,0,0,177,0
2013 Q3,Asia East,Taiwan,19,18,0,0,1,0,0
2013 Q3,Asia Central,Tajikistan,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Tanzania,19,13,1,0,4,0,1
2013 Q3,Asia South East,Thailand,139,104,0,4,30,0,1
2013 Q3,Africa Sub-Saharan,Togo,5,1,0,0,0,4,0
2013 Q3,Oceania,Tokelau,0,0,0,0,0,0,0
2013 Q3,Oceania,Tonga,1,1,0,0,0,0,0
2013 Q3,America Central and South,Trinidad and Tobago,18,17,0,0,1,0,0
2013 Q3,Africa North,Tunisia,48,47,0,0,1,0,0
2013 Q3,Europe Other,Turkey,212,205,0,0,6,1,0
2013 Q3,Asia Central,Turkmenistan,0,0,0,0,0,0,0
2013 Q3,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2013 Q3,Oceania,Tuvalu,0,0,0,0,0,0,0
2013 Q3,Africa Sub-Saharan,Uganda,43,19,0,0,6,16,2
2013 Q3,Europe Other,Ukraine,109,95,0,0,13,0,1
2013 Q3,Middle East,United Arab Emirates,0,0,0,0,0,0,0
2013 Q3,America North,United States,547,529,3,0,13,1,1
2013 Q3,America Central and South,Uruguay,0,0,0,0,0,0,0
2013 Q3,Asia Central,Uzbekistan,10,6,0,0,3,1,0
2013 Q3,Oceania,Vanuatu,0,0,0,0,0,0,0
2013 Q3,Europe Other,Vatican City,0,0,0,0,0,0,0
2013 Q3,America Central and South,Venezuela,14,14,0,0,0,0,0
2013 Q3,Asia South East,Vietnam,10,6,0,0,4,0,0
2013 Q3,Other,Virgin Islands (British),0,0,0,0,0,0,0
2013 Q3,America North,Virgin Islands (US),0,0,0,0,0,0,0
2013 Q3,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2013 Q3,Africa North,Western Sahara,0,0,0,0,0,0,0
2013 Q3,Middle East,Yemen,17,14,0,0,1,0,2
2013 Q3,Africa Sub-Saharan,Zambia,11,8,0,0,3,0,0
2013 Q3,Africa Sub-Saharan,Zimbabwe,119,28,0,0,45,46,0
2013 Q4,*Total,*Total,"9,093","6,675",279,13,893,"1,141",92
2013 Q4,Africa North,*Total Africa North,418,301,4,0,6,107,0
2013 Q4,Africa Sub-Saharan,*Total Africa Sub-Saharan,"1,586",903,28,1,259,358,37
2013 Q4,America North,*Total America North,642,628,4,0,6,3,1
2013 Q4,America Central and South,*Total America Central and South,454,381,11,0,58,1,3
2013 Q4,Asia Central,*Total Asia Central,202,160,0,0,5,32,5
2013 Q4,Asia East,*Total Asia East,534,448,2,0,75,8,1
2013 Q4,Asia South,*Total Asia South,"2,813","2,306",90,2,186,196,33
2013 Q4,Asia South East,*Total Asia South East,641,535,3,5,97,1,0
2013 Q4,EU 14,*Total EU 14,0,0,0,0,0,0,0
2013 Q4,EU 2,*Total EU 2,0,0,0,0,0,0,0
2013 Q4,EU 8,*Total EU 8,0,0,0,0,0,0,0
2013 Q4,EU Other,*Total EU Other,0,0,0,0,0,0,0
2013 Q4,Europe Other,*Total Europe Other,586,532,6,5,21,14,8
2013 Q4,Middle East,*Total Middle East,689,293,5,0,10,378,3
2013 Q4,Oceania,*Total Oceania,475,179,126,0,170,0,0
2013 Q4,Other,*Total Other,53,9,0,0,0,43,1
2013 Q4,Asia Central,Afghanistan,173,136,0,0,0,32,5
2013 Q4,Europe Other,Albania,43,43,0,0,0,0,0
2013 Q4,Africa North,Algeria,79,77,0,0,1,1,0
2013 Q4,Oceania,American Samoa,0,0,0,0,0,0,0
2013 Q4,Europe Other,Andorra,0,0,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Angola,9,6,0,0,3,0,0
2013 Q4,Other,Anguilla (British),0,0,0,0,0,0,0
2013 Q4,America Central and South,Antigua and Barbuda,1,1,0,0,0,0,0
2013 Q4,America Central and South,Argentina,10,10,0,0,0,0,0
2013 Q4,Europe Other,Armenia,2,2,0,0,0,0,0
2013 Q4,America Central and South,Aruba,0,0,0,0,0,0,0
2013 Q4,Oceania,Australia,133,125,2,0,6,0,0
2013 Q4,EU 14,Austria,0,0,0,0,0,0,0
2013 Q4,Europe Other,Azerbaijan,13,10,0,0,0,2,1
2013 Q4,America Central and South,"Bahamas, The",1,1,0,0,0,0,0
2013 Q4,Middle East,Bahrain,1,1,0,0,0,0,0
2013 Q4,Asia South,Bangladesh,254,245,0,0,6,1,2
2013 Q4,America Central and South,Barbados,11,10,0,0,1,0,0
2013 Q4,Europe Other,Belarus,15,13,0,0,1,0,1
2013 Q4,EU 14,Belgium,0,0,0,0,0,0,0
2013 Q4,America Central and South,Belize,1,1,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Benin,0,0,0,0,0,0,0
2013 Q4,Other,Bermuda (British),0,0,0,0,0,0,0
2013 Q4,Asia South,Bhutan,0,0,0,0,0,0,0
2013 Q4,America Central and South,Bolivia,3,3,0,0,0,0,0
2013 Q4,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0
2013 Q4,Europe Other,Bosnia and Herzegovina,9,6,2,0,1,0,0
2013 Q4,Africa Sub-Saharan,Botswana,7,3,1,0,3,0,0
2013 Q4,America Central and South,Brazil,106,103,1,0,2,0,0
2013 Q4,Other,British overseas citizens,2,2,0,0,0,0,0
2013 Q4,Asia South East,Brunei,0,0,0,0,0,0,0
2013 Q4,EU 2,Bulgaria,0,0,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Burkina,0,0,0,0,0,0,0
2013 Q4,Asia South East,Burma,5,5,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Burundi,0,0,0,0,0,0,0
2013 Q4,Asia South East,Cambodia,5,5,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Cameroon,18,9,0,0,9,0,0
2013 Q4,America North,Canada,109,106,1,0,1,1,0
2013 Q4,Africa Sub-Saharan,Cape Verde,1,1,0,0,0,0,0
2013 Q4,Other,Cayman Islands (British),0,0,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2013 Q4,Africa Sub-Saharan,Chad,0,0,0,0,0,0,0
2013 Q4,America Central and South,Chile,9,9,0,0,0,0,0
2013 Q4,Asia East,China,364,285,1,0,71,7,0
